Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
"Samsung Galaxy S26 5G (Black, 512 GB)","₹99,999","₹1,07,999",7% off,4.5,156 Ratings & 26 Reviews,12 GB RAM | 512 GB ROM | 16.0 cm (6.3 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4300 mAh Li-ion Battery | 2600 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"Samsung Galaxy S26 5G (White, 512 GB)","₹99,999","₹1,07,999",7% off,4.5,156 Ratings & 26 Reviews,12 GB RAM | 512 GB ROM | 16.0 cm (6.3 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4300 mAh Li-ion Battery | 2600 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"Samsung Galaxy S26 5G (Sky Blue, 512 GB)","₹99,999","₹1,07,999",7% off,4.5,156 Ratings & 26 Reviews,12 GB RAM | 512 GB ROM | 16.0 cm (6.3 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4300 mAh Li-ion Battery | 2600 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"Google Pixel 10 (Frost, 256 GB)","₹74,999","₹79,999",6% off,4.5,"1,954 Ratings & 148 Reviews",12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Quad HD+ Display | 48MP + 13MP + 10.8MP | 10.5MP Front Camera | 4970 mAh Battery | Tensor G5 Processor | 1 Year Domestic Warranty,35
"REDMI 15C 5G (Moonlight Blue, 128 GB)","₹14,950","₹15,999",6% off,4,239 Ratings & 14 Reviews,4 GB RAM | 128 GB ROM | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,35
Jmax Prime,₹828,"₹1,499",44% off,3.7,50 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM | 6.1 cm (2.4 inch) NA Display | 1.3MP Rear Camera | 2250 mAh Battery | 3 Months Domestic Warranty 7698174900,35
"Samsung Galaxy S24 Exynos 5G (Marble Gray, 256 GB)","₹55,999","₹79,999",30% off,4.5,"6,845 Ratings & 445 Reviews",8 GB RAM | 256 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 10MP + 12MP | 12MP Front Camera | 4000 mAh Battery | Exynos 2400 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
Snexian BOLD A26,₹799,"₹1,499",46% off,3.4,58 Ratings & 1 Reviews,32 MB RAM | 32 MB ROM | 1.68 cm (0.66 inch) Display | 600 mAh Battery | 3 Months Domestic Warranty,35
HOTLINE 106,₹499,₹999,50% off,3.4,"1,229 Ratings & 63 Reviews",32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 1.3MP Rear Camera | 1000 mAh Battery | The Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses,35
"realme NARZO 80 Pro 5G (Nitro Orange, 256 GB)","₹23,950","₹25,999",7% off,4.4,"1,171 Ratings & 65 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 Year Handset Warranty and 6 Months Warranty on Accessories,35
"Samsung Galaxy S26 5G (Sky Blue, 256 GB)","₹78,200","₹87,999",11% off,4.5,156 Ratings & 26 Reviews,12 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4300 mAh Li-ion Battery | 2600 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"OPPO Reno15 Pro Mini 5G (Cocoa Brown, 512 GB)","₹64,999","₹69,999",7% off,4.6,542 Ratings & 51 Reviews,12 GB RAM | 512 GB ROM | 16.05 cm (6.32 inch) Full HD+ Display | 200MP + 50MP + 50MP | Yes | 6200 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,35
"Samsung Galaxy S26 Ultra 5G (Black, 512 GB)","₹1,50,999","₹1,59,999",5% off,4.6,419 Ratings & 84 Reviews,12 GB RAM | 512 GB ROM | 17.53 cm (6.9 inch) Quad HD+ Display | 200MP + 50MP | 12MP Front Camera | 5000 mAh Li-ion Battery | Snapdragon 8 Elite Gen 5 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,35
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"OPPO F29 PRO 5G (Marble White, 256 GB)","₹27,845","₹34,999",20% off,4.4,"2,146 Ratings & 147 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,36
"vivo Y51 Pro 5G (Festive Red, 256 GB)","₹30,999","₹37,999",18% off,4.5,97 Ratings & 3 Reviews,8 GB RAM | 256 GB ROM | 17.14 cm (6.75 inch) Full HD+ Display | 50MP + 2MP | 8MP Front Camera | 7200 mAh Li-ion Battery | 1 Year Warranty for Device and 6 Months Warranty for Accessories,36
"I Kall King Talking, Contact icon and Auto Call Recording",₹899,"₹1,299",30% off,3.6,"23,743 Ratings & 1,963 Reviews",32 MB RAM | 64 MB ROM | 6.1 cm (2.4 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 12 Month Manufacturer Warranty,36
"Coolpad CP12 Neo (Pink, 64 GB)","₹8,999","₹9,999",10% off,4,20 Ratings & 2 Reviews,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB | 16.66 cm (6.56 inch) Display | 13MP Rear Camera | 5MP Front Camera | 5000 mAh Battery | 1 Year Service Centre Warranty,36
"IQOO Z11X 5G (‎Titan Black, 128 GB)","₹23,999","₹29,999",20% off,4.4,384 Ratings & 31 Reviews,"6 GB RAM | 128 GB ROM | Expandable Upto 6 GB | 17.17 cm (6.76 inch) HD+ Display | 50MP + 50MP | 32MP Dual Front Camera | 7200 mAh Battery | MediaTek Dimensity 7400-Turbo Processor | one-year warranty on the handset, six months for accessories",36
Gamma M25,"₹1,494","₹2,999",50% off,4.5,15 Ratings & 9 Reviews,32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 2MP Rear Camera | 1000 mAh Battery | No Warranty,36
"POCO M7 Plus 5G (Chrome Silver, 128 GB)","₹17,999",,,4.3,"4,819 Ratings & 303 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP AI Dual Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,36
"REDMI A4 (Starry Black, 64 GB)","₹12,989","₹12,999",,4.2,"15,905 Ratings & 692 Reviews",4 GB RAM | 64 GB ROM | 17.48 cm (6.88 inch) Display | 50MP Rear Camera | 5160 mAh Battery | 1 Year,36
"Samsung Galaxy A56 5G (Awesome Light Gray, 256 GB)","₹52,499","₹52,999",,4.4,605 Ratings & 51 Reviews,12 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 12MP + 5MP | 12MP Front Camera | 5000 mAh Battery | Samsung Exynos 1580 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,36
"Infinix Note edge (Stellar Blue, 256 GB)","₹25,999","₹34,999",25% off,4.3,107 Ratings & 14 Reviews,8 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP Rear Camera | 13MP Front Camera | 6500 mAh Battery | Dimensity 7100 Processor | 1 year for Handset 6 months for Accessories,36
"Samsung Galaxy F14 5G (OMG Black, 128 GB)","₹18,490",,,4.2,"1,22,770 Ratings & 8,904 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 16.76 cm (6.6 inch) Full HD+ Display | 50MP + 2MP | 13MP Front Camera | 6000 mAh Battery | Exynos 1330, Octa Core Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",36
"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)","₹49,999","₹74,999",33% off,4.6,"57,084 Ratings & 3,711 Reviews",8 GB RAM | 128 GB ROM | 15.75 cm (6.2 inch) Full HD+ Display | 50MP + 12MP | 12MP Front Camera | 4000 mAh Battery | 8 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,36
"Samsung Galaxy F04 (Opal Green, 64 GB)","₹11,499",,,4.2,"1,09,532 Ratings & 6,121 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB | 16.51 cm (6.5 inch) HD Display | 13MP + 2MP | 5MP Front Camera | 5000 mAh Lithium-Ion Battery | Mediatek Helio P35 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,36
hmd 150 music DS,"₹2,264","₹2,899",21% off,4.3,31 Ratings & 4 Reviews,8 MB RAM | 4 MB ROM | 6.1 cm (2.4 inch) Display | 0.08MP Rear Camera | 2500 mAh Battery | 1 year manufacturer warranty,36
"realme 15 5G (Silk Pink, 256 GB)","₹31,999",,,4.4,"10,790 Ratings & 895 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Mediatek Dimensity 7300+ 5G Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"realme 15 5G (Velvet Green, 128 GB)","₹29,999",,,4.4,"10,790 Ratings & 895 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Mediatek Dimensity 7300+ 5G Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"REDMI Note-14 Pro+ 5G (Titan Black, 128 GB)","₹28,995","₹34,999",17% off,4.4,697 Ratings & 37 Reviews,8 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 50MP + 8MP | 20MP Front Camera | 6200 mAh Battery | 7s Gen 3 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,36
"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)","₹12,499","₹14,999",16% off,4.2,"44,942 Ratings & 2,871 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 5000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,36
"OPPO A6 5G (Sapphire Blue, 128 GB)","₹23,999","₹30,999",22% off,4.3,50 Ratings & 3 Reviews,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | Yes | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"OPPO A6 5G (Ice White, 128 GB)","₹23,999","₹30,999",22% off,4.3,50 Ratings & 3 Reviews,6 GB RAM | 128 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | Yes | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"OPPO F29 Pro 5G (Marble White, 256 GB)","₹34,999",,,4.4,"2,146 Ratings & 147 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 7300 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,36
"OPPO A6 Pro 5G (Cappuccino Brown, 256 GB)","₹29,999","₹34,999",14% off,4.3,108 Ratings & 9 Reviews,8 GB RAM | 256 GB ROM | 17.14 cm (6.75 inches) HD+ Display | 50MP + 2MP | Yes | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,36
"OnePlus 11 5G (Titan Black, 256 GB)","₹53,032","₹61,999",14% off,4.5,"1,914 Ratings & 160 Reviews",16 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP Rear Camera | 16MP Front Camera | 5000 mAh Battery | domestic warranty of 12 months on phone & 6 months on accessories,36
"OPPO F33 Pro 5G (Misty Forest, 128 GB)","₹37,999","₹55,999",32% off,4.3,26 Ratings & 18 Reviews,8 GB RAM | 128 GB ROM | 16.69 cm (6.57 inch) Full HD+ AMOLED Display | 50MP + 2MP | 50MP Front Camera | 7000 mAh lithium-ion polymer Battery | Dimensity 6360 MAX Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,37
"Samsung Galaxy Z Flip5 (Mint, 256 GB)","₹99,999","₹1,02,999",2% off,4.4,847 Ratings & 51 Reviews,8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 12MP + 12MP | 10MP Front Camera | 3700 mAh Battery | Snapdragon 8 Gen 2 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,37
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,37
"realme GT 8 Pro (Diary White, 256 GB)","₹72,999","₹79,999",8% off,4.3,59 Ratings & 5 Reviews,12 GB RAM | 256 GB ROM | 17.25 cm (6.79 inch) Quad HD+ Display | 50MP + 50MP + 200MP | 32MP Front Camera | 7000 mAh Battery | 8 Elite Gen 5 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,37
"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)","₹18,990","₹18,999",,4.3,"8,526 Ratings & 368 Reviews",6 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 32MP Rear Camera | 6000 mAh Battery | 1 Year Warranty,37
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹18,990","₹18,999",,4.3,"8,526 Ratings & 368 Reviews",6 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 32MP Rear Camera | 6000 mAh Battery | 1 Year Warranty,37
"OPPO F31 Pro 5G (Space Grey, 128 GB)","₹27,999","₹31,999",12% off,4.4,919 Ratings & 65 Reviews,8 GB RAM | 128 GB ROM | 16.69 cm (6.57 inch) Full HD+ Display | 50MP + 2MP | 32MP Front Camera | 7000 mAh Battery | Dimensity 7300 Processor | 1 Year brand warranty,37
"IQOO Z11X 5G (Prismatic Green, 128 GB)","₹23,976","₹30,999",22% off,4.3,573 Ratings & 51 Reviews,"8 GB RAM | 128 GB ROM | Expandable Upto 8 GB | 17.17 cm (6.76 inch) HD+ Display | 50MP + 50MP | 32MP Dual Front Camera | 7200 mAh Battery | MediaTek Dimensity 7400-Turbo Processor | one-year warranty on the handset, six months for accessories",37
"realme Narzo 80 Pro 5G (Racing Green, 256 GB)","₹23,989","₹25,999",7% off,4.4,"1,171 Ratings & 65 Reviews",8 GB RAM | 256 GB ROM | 17.2 cm (6.77 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,37
"REDMI A7 Pro (Sunset Orange, 64 GB)","₹11,499","₹15,999",28% off,3.3,24 Ratings & 2 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) HD+ Display | 13MP Rear Camera | 8MP Front Camera | 6300 mAh Lithium-Ion Battery | T7250 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,37
"OPPO A6 5G (Sapphire Blue, 256 GB)","₹25,999","₹32,999",21% off,4.3,50 Ratings & 3 Reviews,6 GB RAM | 256 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | Yes | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,37
"Peace MINI 2 (Gold, 32 GB)","₹4,900","₹4,999",1% off,3,34 Ratings & 0 Reviews,3 GB RAM | 32 GB ROM | 7.49 cm (2.95 inch) Display | 8MP Rear Camera | 2000 mAh Battery | 1 Year Company Service Center Warranty,37
"Samsung Galaxy A07 5G (Light Violet, 128 GB)","₹15,499","₹18,999",18% off,3.9,25 Ratings & 1 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 43.51 cm (17.13 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,37
"Motorola G32 (Mineral Gray, 64 GB)","₹16,999",,,4.2,"46,613 Ratings & 3,930 Reviews",4 GB RAM | 64 GB ROM | 16.51 cm (6.5 inch) Full HD+ Display | 50MP + 8MP + 2MP | 16MP Front Camera | 5000 mAh Lithium Polymer Battery | Qualcomm Snapdragon 680 Processor | 1 Year on Handset and 6 Months on Accessories,37
"REDMI Note 15 Pro 5G (Carbon Black, 128 GB)","₹33,990","₹33,999",,4.2,91 Ratings & 7 Reviews,8 GB RAM | 128 GB ROM | 17.35 cm (6.83 inch) Display | 200MP Rear Camera | 6580 mAh Battery | 12 Months Brand Warranty,37
"REDMI Note 15 Pro 5G (Mirage Blue, 128 GB)","₹33,990","₹33,999",,4.2,91 Ratings & 7 Reviews,8 GB RAM | 128 GB ROM | 17.35 cm (6.83 inch) Display | 200MP Rear Camera | 6580 mAh Battery | 12 Months Brand Warranty,37
"REDMI Note-14 Pro+ 5G (Spectre Blue, 512 GB)","₹38,999","₹39,999",2% off,4.4,533 Ratings & 18 Reviews,12 GB RAM | 512 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 50MP + 8MP | 20MP Front Camera | 6200 mAh Battery | 7s Gen 3 Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,37
Jio F320-B LYF,"₹2,999","₹3,499",14% off,3.4,221 Ratings & 10 Reviews,"64 MB RAM | 64 MB ROM | Expandable Upto 8 GB | 6.1 cm (2.4 inch) VGA Display | 0.3MP Rear Camera | 1500 mAh Battery | qaualcom Processor | 3 ,months Warranty by Leyskystore",37
"OPPO A6 5G (Ice White, 256 GB)","₹25,999","₹32,999",21% off,4.3,50 Ratings & 3 Reviews,6 GB RAM | 256 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 50MP + 2MP | Yes | 7000 mAh Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,37
"MOTOROLA edge 70 pro (Satin-Luxe PANTONE Tea (Green), 256 GB)","₹38,999","₹51,999",25% off,3.7,16 Ratings & 3 Reviews,8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Super AMOLED Display | 50MP + 50MP | 50MP Front Camera | 6500 mAh Silicon-Carbon Battery | Dimensity 8500 Extreme Processor | 1 Year on Handset and 6 Months on Accessories,37
"POCO X7 5G (Yellow, 128 GB)","₹17,999","₹24,999",28% off,4.3,"28,853 Ratings & 2,310 Reviews",8 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Display | 50MP + 8MP + 2MP | 20MP Front Camera | 5500 mAh Battery | Dimensity 7300 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,37
I Kall K 19 CAr,"₹1,305","₹1,999",34% off,4,"1,790 Ratings & 95 Reviews",32 MB RAM | 32 MB/64 MB ROM | 4.5 cm (1.77 inch) Display | 0.3MP Rear Camera | 800 mAh Battery | 1 Year warranty for mobile and 6 Months for box accessories ||,37
"Acer Super ZX 5G (Carbon Black,, 128 GB)","₹16,999","₹19,999",15% off,4,484 Ratings & 44 Reviews,6 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Display | 64MP Rear Camera | 5000 mAh Battery | 1 Year Manufacturer,37
"Samsung Galaxy A07 5G (Black, 128 GB)","₹15,499","₹18,999",18% off,3.9,25 Ratings & 1 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 43.51 cm (17.13 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,37
"realme Narzo 100 Lite 5G (Thunder Black, 128 GB)","₹14,925","₹24,999",40% off,,,4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,38
"realme Narzo 100 Lite 5G (Frost Silver, 64 GB)","₹13,930","₹24,999",44% off,,,4 GB RAM | 64 GB ROM | 17.27 cm (6.8 inch) HD+ Display | 50MP Rear Camera | 5MP Front Camera | 7000 mAh Battery | Dimensity 6300 MT6835 Processor | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,38
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,38
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,38
"realme Narzo 100 Lite 5G (Frost Silver, 128 GB)","₹14,875","₹27,999",46% off,,,4 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,38
G'Five A11-C,₹690,₹999,30% off,3.5,38 Ratings & 4 Reviews,32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) VGA Display | 0.3MP + 1MP | 1150 mAh Battery | UNISOC Processor | 3 Month Manufacturer Warranty,38
