Product Name,Price,Original Price,Discount,Rating,Reviews,Features,Page Number
"REDMI Note 15 Pro + 5G (Carbon Black, 256 GB)","₹37,905","₹40,999",7% off,4.4,40 Ratings & 5 Reviews,8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 200MP Rear Camera | 6500 mAh Battery | 12 Months Brand Warranty,22
Snexian ROCK X,"₹1,749","₹2,999",41% off,3.7,"2,973 Ratings & 134 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 0.3MP Rear Camera | 3000 mAh Battery | 3 Months Domestic Warranty,22
"Samsung Galaxy M17e (Blitz Blue, 128 GB)","₹13,676","₹18,999",28% off,3.9,19 Ratings & 1 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP Rear Camera | 2MP Front Camera | 6000 mAh Battery | MediaTek Dimensity Processor | 1-year manufacturer warranty for the device and 6 months for in-box accessories.,22
"realme P3 Ultra 5G (Orion Red, 128 GB)","₹24,999","₹31,999",21% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 128 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,22
"Infinix GT 30 Pro 5G+ (Dark Flare, 256 GB)","₹29,999","₹34,999",14% off,4.3,"1,230 Ratings & 98 Reviews",12 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Display | 108MP + 8MP | 13MP Front Camera | 5500 mAh Battery | Dimensity 8350 Ultimate Processor | 1 Year Warranty for Handset and 6 Months Warranty for Accessories,22
"realme P4 Power 5G (TransSilver, 256 GB)","₹32,999","₹37,999",13% off,4.4,"1,047 Ratings & 134 Reviews",12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,22
"Google Pixel 10a (Lavender, 256 GB)","₹49,999",,,4.4,709 Ratings & 78 Reviews,8 GB RAM | 256 GB ROM | 16.0 cm (6.3 inch) Full HD+ AMOLED Display | 48MP + 13MP | 13MP Front Camera | 5100 mAh Lithium Battery | Tensor G4 Processor | 1 year domestic warranty,22
"Infinix NOTE 60 Pro (Deep Ocean Blue, 128 GB)","₹31,999","₹39,999",20% off,4.4,301 Ratings & 57 Reviews,8 GB RAM | 128 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 8MP | 13MP Front Camera | 6500 mAh Battery | Snapdragon 7s Gen 4 Processor | 1 year for Handset 6 months for Accessories,22
"Infinix NOTE 60 Pro (Mocha Brown, 128 GB)","₹31,999","₹39,999",20% off,4.4,301 Ratings & 57 Reviews,8 GB RAM | 128 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 8MP | 13MP Front Camera | 6500 mAh Battery | Snapdragon 7s Gen 4 Processor | 1 year for Handset 6 months for Accessories,22
"Infinix NOTE 60 Pro (Solar Orange, 128 GB)","₹31,999","₹39,999",20% off,4.4,301 Ratings & 57 Reviews,8 GB RAM | 128 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 8MP | 13MP Front Camera | 6500 mAh Battery | Snapdragon 7s Gen 4 Processor | 1 year for Handset 6 months for Accessories,22
"realme GT 7T (IceSense Blue, 256 GB)","₹33,499","₹42,999",22% off,4.4,627 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | 32MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 8400-MAX Processor | standard 1-year warranty for the device  and a 6-month warranty for accessories,22
Kechaoda A27,₹899,"₹1,499",40% off,4,"16,828 Ratings & 888 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 1.68 cm (0.66 inch) QVGA Display | 0MP | 0MP Front Camera | 800 mAh Battery | NA Processor | 3 Months Company Warranty,22
Jio JioBharat V4 4G,₹776,"₹1,799",56% off,3.8,"6,088 Ratings & 389 Reviews",20 MB RAM | 36 MB ROM | 4.5 cm (1.77 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 1 Year Manufacturer Warranty,23
"IQOO 15 5G (Legend, 512 GB)","₹78,490","₹83,999",6% off,4.5,74 Ratings & 7 Reviews,16 GB RAM | 512 GB ROM | 17.4 cm (6.85 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,23
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
"REDMI Note 15 5G (Black, 256 GB)","₹25,946","₹28,999",10% off,4.3,467 Ratings & 20 Reviews,8 GB RAM | 256 GB ROM | 17.2 cm (6.77 inch) Display | 108MP Rear Camera | 5520 mAh Battery | 12 Months Brand Warranty,23
"Nokia 235 4G Dual SIM Keypad Phone, Scan & Pay UPI, USB Type C,","₹4,139","₹4,999",17% off,3.6,865 Ratings & 54 Reviews,64 MB RAM | 128 MB ROM | 7.11 cm (2.8 inch) Display | 2MP Rear Camera | 1450 mAh Battery | 1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,23
"Ai+ Pulse 2 (Purple, 128 GB)","₹9,999","₹11,999",16% off,3.9,"1,566 Ratings & 117 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB | 17.13 cm (6.745 inch) HD+ Display | 50MP Rear Camera | 8MP Front Camera | 6000 mAh Battery | T7250 Processor | 1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories,23
Micromax X1i Smart Plus,₹979,"₹2,099",53% off,3.6,402 Ratings & 25 Reviews,32 MB RAM | 32 MB ROM | 6.1 cm (2.4 inch) Display | 0.08MP Rear Camera | 1750 mAh Battery | 1 Year,23
GFive A1-C,₹549,₹999,45% off,3.7,742 Ratings & 38 Reviews,32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | 3 Month Company Warranty.,23
"POCO M7 Pro 5G (Lunar Dust, 128 GB)","₹14,999","₹18,999",21% off,4.3,"38,223 Ratings & 2,853 Reviews",6 GB RAM | 128 GB ROM | 16.94 cm (6.67 inch) Full HD+ Display | 50MP + 2MP | 20MP Front Camera | 5110 mAh Battery | Dimensity 7025 Ultra Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,23
"OPPO K13 Turbo Pro 5G (Midnight Maverick, 256 GB)","₹33,999","₹44,999",24% off,4.4,473 Ratings & 39 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | 8s Gen 4 Mobile Platform Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
Kechaoda 888,"₹1,799","₹1,999",10% off,4.3,614 Ratings & 41 Reviews,64 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 3000 mAh Battery | 3 Months Company Warranty,23
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹15,499","₹15,999",3% off,4,"2,609 Ratings & 204 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,23
"Samsung Galaxy M17e (Vibe Violet, 128 GB)","₹13,649","₹14,990",8% off,3.9,19 Ratings & 1 Reviews,4 GB RAM | 128 GB ROM | Expandable Upto 128 GB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP Rear Camera | 2MP Front Camera | 6000 mAh Battery | MediaTek Dimensity Processor | 1-year manufacturer warranty for the device and 6 months for in-box accessories.,23
"realme P3 Ultra 5G (Orion Red, 256 GB)","₹28,999","₹33,999",14% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
"realme P3 Ultra 5G (Neptune Blue, 256 GB)","₹28,999","₹33,999",14% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹15,885","₹16,999",6% off,4.2,"3,039 Ratings & 130 Reviews",4 GB RAM | 128 GB ROM | 17.12 cm (6.74 inch) Display | 50MP Rear Camera | 6000 mAh Battery | 1 Year Warranty,23
Snexian ROCK X,"₹1,799","₹2,999",40% off,3.7,"2,973 Ratings & 134 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 0.3MP Rear Camera | 3000 mAh Battery | 3 Months Domestic Warranty,23
Snexian ROCK X,"₹1,799","₹2,999",40% off,3.7,"2,973 Ratings & 134 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB | 4.57 cm (1.8 inch) Quarter QVGA Display | 0.3MP Rear Camera | 3000 mAh Battery | 3 Months Domestic Warranty,23
"realme P3 Ultra 5G (Glowing Lunar White, 256 GB)","₹28,999","₹33,999",14% off,4.4,"20,384 Ratings & 1,997 Reviews",8 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP + 8MP | 16MP Front Camera | 6000 mAh Battery | Dimensity 8350 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
MTR M150,₹700,"₹1,599",56% off,4.1,20 Ratings & 2 Reviews,32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 0.3MP Rear Camera | 1100 mAh Battery | 1 year(domestic),23
"Infinix NOTE 60 Pro (Deep Ocean Blue, 256 GB)","₹34,999","₹44,999",22% off,4.4,301 Ratings & 57 Reviews,8 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Full HD+ AMOLED Display | 50MP + 8MP | 13MP Front Camera | 6500 mAh Battery | Snapdragon 7s Gen 4 Processor | 1 year for Handset 6 months for Accessories,23
"OnePlus 15R 5G (Charcoal Black, 256 GB)","₹53,400","₹54,999",2% off,4.6,"1,193 Ratings & 80 Reviews",12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Display | 50MP Rear Camera | 7400 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,23
"realme 15 Pro 5G (Velvet Green, 256 GB)","₹28,999","₹37,999",23% off,4.3,"9,165 Ratings & 815 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Display | 50MP + 50MP | 50MP Front Camera | 7000 mAh Battery | Snapdragon 7 Gen 4 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,23
MTR M150,₹700,"₹1,599",56% off,4.1,20 Ratings & 2 Reviews,32 MB RAM | 32 MB ROM | 4.5 cm (1.77 inch) Display | 0.3MP Rear Camera | 1100 mAh Battery | 1 year(domestic),24
Jmax LUNA,₹777,"₹1,299",40% off,3.8,13 Ratings & 0 Reviews,32 MB RAM | 32 MB ROM | 1.68 cm (0.66 inch) Display | 800 mAh Battery | 3 Months Service Center Warranty,24
"OPPO A6 x 4G (Olive Green, 64 GB)","₹12,999",,,4,53 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 6500 mAh Battery | 685 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
"OPPO A6 x 4G (Ice Blue, 64 GB)","₹12,999",,,4,53 Ratings & 0 Reviews,4 GB RAM | 64 GB ROM | 17.14 cm (6.75 inch) HD+ Display | 13MP Rear Camera | 5MP Front Camera | 6500 mAh Battery | 685 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
"Samsung Galaxy A06 5G (Light Green, 64 GB)","₹12,299","₹16,999",27% off,4.2,"3,393 Ratings & 218 Reviews",4 GB RAM | 64 GB ROM | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 5000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,24
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","₹15,499","₹15,999",3% off,4,"2,609 Ratings & 204 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,24
"realme P4 Power 5G (TransOrange, 256 GB)","₹29,999","₹34,999",14% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
"OnePlus 13s 5G (Black Velvet, 512 GB)","₹52,683","₹62,999",16% off,4.6,"1,750 Ratings & 132 Reviews",12 GB RAM | 512 GB ROM | 16.05 cm (6.32 inch) Display | 50MP Rear Camera | 5850 mAh Battery | 1 Year Warranty,24
LAVA A3 King,"₹1,229","₹1,549",20% off,4.2,"30,700 Ratings & 2,910 Reviews",4 MB RAM | 32 MB ROM | Expandable Upto 32 GB | 4.5 cm (1.77 inch) Display | 0.3MP Front Camera | 1750 mAh Battery | 1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,24
PHILIPS All New E2221 Sleek & Stylish Keypad Mobile,"₹1,499","₹1,799",16% off,4,73 Ratings & 3 Reviews,32 MB RAM | 32 MB ROM | 6.1 cm (2.4 inch) Display | 1MP Rear Camera | 2500 mAh Battery | One Year manufacturer Warranty,24
"OPPO K13 Turbo 5G (White Knight, 128 GB)","₹27,999","₹33,999",17% off,4.4,"7,999 Ratings & 568 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ Display | 50MP + 2MP | 16MP Front Camera | 7000 mAh Battery | Dimensity 8450 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
Kechaoda K28,"₹1,249","₹1,999",37% off,4,"5,445 Ratings & 392 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB | 6.1 cm (2.4 inch) QVGA Display | 0.3MP Rear Camera | 1700 mAh Battery | 3 Months Company Warranty,24
KARBONN 2500mAh Battery|Type C Cable|MemoryCardSupport upto 32GB,"₹1,740","₹1,990",12% off,3.8,453 Ratings & 34 Reviews,70 MB RAM | 65 MB ROM | Expandable Upto 32 GB | 7.11 cm (2.8 inch) FWVGA Display | 1MP Rear Camera | 2500 mAh Battery | NA Processor | 12 month Service Warranty Handset and 6 month Accessories,24
"POCO M7 Plus 5G (Carbon Black, 128 GB)","₹15,499","₹15,999",3% off,4,"2,609 Ratings & 204 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP Rear Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,24
HOTLINE H312,₹500,₹999,49% off,3.5,"3,424 Ratings & 200 Reviews",32 MB RAM | 32 MB ROM | 4.57 cm (1.8 inch) Display | 0.3MP Rear Camera | 1000 mAh Battery | The Hotline Mobiles has 3 Months Manufacture’s Warranty & after Warranty period we would like to help our customers with the best possible service under low expenses,24
Kechaoda 888_black,"₹1,799","₹1,999",10% off,4.2,312 Ratings & 16 Reviews,32 MB RAM | 32 MB ROM | Expandable Upto 32 MB | 4.57 cm (1.8 inch) NA Display | 0.3MP + 0MP | 0MP Front Camera | 3000 mAh Battery | NA Processor | 3 Months Company Warranty,24
"realme GT 7T (IceSense Black, 256 GB)","₹33,499","₹42,999",22% off,4.4,627 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | 32MP Front Camera | 7000 mAh Li-ion Battery | Dimensity 8400-MAX Processor | standard 1-year warranty for the device  and a 6-month warranty for accessories,24
"MOTOROLA Signature (PANTONE Martini Olive, 1 TB)","₹67,499","₹84,999",20% off,4.4,484 Ratings & 82 Reviews,16 GB RAM | 1 TB ROM | 17.27 cm (6.8 inch) Super HD Display | 50MP + 50MP + 50MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8 Gen 5 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,24
"OPPO Reno15c 5G (Afterglow Pink, 256 GB)","₹44,999","₹46,999",4% off,4.4,148 Ratings & 16 Reviews,12 GB RAM | 256 GB ROM | 16.69 cm (6.57 inch) Full HD+ Display | 50MP + 8MP + 2MP | Yes | 7000 mAh Battery | 6 Gen 1 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,24
"IQOO 15 5G (Alpha, 512 GB)","₹78,499","₹83,999",6% off,4.5,74 Ratings & 7 Reviews,16 GB RAM | 512 GB ROM | 17.4 cm (6.85 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,24
"MOTOROLA Edge 70 (PANTONE Bronze Green, 256 GB)","₹27,999","₹34,999",20% off,4.4,"3,105 Ratings & 284 Reviews",8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Display | 50MP + 50MP | 50MP Front Camera | 5000 mAh Battery | Snapdragon® 7 Gen 4 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,24
"Samsung Galaxy A17 5G (Black, 256 GB)","₹25,480","₹27,499",7% off,4.3,962 Ratings & 71 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,24
"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","₹15,499","₹16,999",8% off,4.2,"1,046 Ratings & 103 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.12 cm (6.74 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,24
"realme P4 Power 5G (TransSilver, 128 GB)","₹27,999","₹32,999",15% off,4.5,"3,759 Ratings & 340 Reviews",8 GB RAM | 128 GB ROM | 17.27 cm (6.8 inch) Full HD+ AMOLED Display | 50MP + 8MP | Yes | 10001 mAh Battery | Dimensity 7400 Ultra Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,25
"vivo T5x 5G (Cyber Green, 128 GB)","₹22,999","₹28,999",20% off,4.4,"5,072 Ratings & 344 Reviews",6 GB RAM | 128 GB ROM | 17.17 cm (6.76 inch) Display | 50MP + 2MP | 32MP Front Camera | 7200 mAh Li-ion Battery | Dimensity 7400-Turbo Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,25
"Samsung Galaxy A17 5G (Black, 256 GB)","₹25,480","₹27,499",7% off,4.3,962 Ratings & 71 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
"Samsung Galaxy A17 5G (Black, 128 GB)","₹19,999","₹23,499",14% off,4.3,962 Ratings & 71 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 5MP + 2MP | 13MP Front Camera | 5000 mAh Battery | Samsung Exynos 1330 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
"Nothing Phone (4a) Pro (Silver, 256 GB)","₹50,999","₹55,999",8% off,4.6,771 Ratings & 101 Reviews,12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Full HD+ AMOLED Display | 50MP + 50MP + 8MP | 32MP Front Camera | 5400 mAh Lithium ion Battery | Snapdragon 7 Gen 4 Processor | 1 Year Manufacturing Warranty,25
"Samsung Galaxy F70e 5G (Spotlight Blue, 128 GB)","₹15,499","₹16,999",8% off,4.2,"1,046 Ratings & 103 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.12 cm (6.74 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 6000 mAh Li-ion Battery | Dimensity 6300 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
"Nothing Phone (4a) Pro (Black, 256 GB)","₹50,999","₹55,999",8% off,4.6,771 Ratings & 101 Reviews,12 GB RAM | 256 GB ROM | 17.35 cm (6.83 inch) Full HD+ AMOLED Display | 50MP + 50MP + 8MP | 32MP Front Camera | 5400 mAh Lithium ion Battery | Snapdragon 7 Gen 4 Processor | 1 Year Manufacturing Warranty,25
"Alcatel V3 Pro 5G (Metallic Grey, 256 GB)","₹13,999","₹25,999",46% off,3.8,338 Ratings & 43 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 16.94 cm (6.67 inch) HD+ Display | 50MP + 5MP | 8MP Front Camera | 5200 mAh Battery | Dimensity 6300 Processor | 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,25
"Infinix Hot 12 Pro (Racing Black, 128 GB)","₹12,999","₹15,999",18% off,4,"5,655 Ratings & 443 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB | 16.76 cm (6.6 inch) HD+ Display | 50 MP + Depth Lens | 8MP Front Camera | 5000 mAh Lithium-ion Polymer Battery | Unisoc T616 Processor | 1 Year on Handset and 6 Months on Accessories,25
"Alcatel V3 Pro 5G (Matcha Green, 256 GB)","₹13,999","₹25,999",46% off,3.8,338 Ratings & 43 Reviews,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB | 16.94 cm (6.67 inch) HD+ Display | 50MP + 5MP | 8MP Front Camera | 5200 mAh Battery | Dimensity 6300 Processor | 1 Year Warranty on Handset and 6 Months Warranty on in the Box Accessories,25
"Samsung Galaxy A36 5G (Awesome Lavender, 128 GB)","₹29,738","₹35,999",17% off,4.3,"2,100 Ratings & 166 Reviews",8 GB RAM | 128 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 50MP + 8MP | 12MP Front Camera | 5000 mAh Battery | Qualcomm Snapdragon 6 Gen 3 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
"MOTOROLA Signature (PANTONE Martini Olive, 256 GB)","₹57,499","₹74,999",23% off,4.4,320 Ratings & 44 Reviews,12 GB RAM | 256 GB ROM | 17.27 cm (6.8 inch) Super HD Display | 50MP + 50MP + 50MP | 50MP Front Camera | 5200 mAh Battery | Snapdragon 8 Gen 5 Processor | 1 Year Warranty on Handset and 6 Months Warranty on Accessories,25
"realme 16 Pro 5G (Pebble Grey, 256 GB)","₹38,999","₹46,999",17% off,4.4,"1,640 Ratings & 137 Reviews",8 GB RAM | 256 GB ROM | 17.22 cm (6.78 inch) Full HD+ Display | 200MP + 8MP | 50MP Front Camera | 7000 mAh Battery | Dimensity 7300 Max Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories,25
"IQOO 15 5G (Alpha, 512 GB)","₹78,499","₹83,999",6% off,4.5,74 Ratings & 7 Reviews,16 GB RAM | 512 GB ROM | 17.4 cm (6.85 inch) Display | 50MP Rear Camera | 7000 mAh Battery | 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,25
"Nokia 3210 4G Dual SIM Keypad Phone, Scan & Pay UPI, USB Type C","₹4,409","₹5,299",16% off,3.6,"1,229 Ratings & 79 Reviews",64 MB RAM | 128 MB ROM | 6.1 cm (2.4 inch) Display | 2MP Rear Camera | 1450 mAh Battery | 1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES,25
"POCO M7 Plus 5G (Aqua Blue, 128 GB)","₹16,999",,,4.3,"7,922 Ratings & 460 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB | 17.53 cm (6.9 inch) Display | 50MP AI Dual Camera | 7000 mAh Battery | Snapdragon 6s Gen 3 5G Processor | 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,25
"REDMI Note 15 5G (Mist Purple, 128 GB)","₹22,774","₹26,999",15% off,4.3,467 Ratings & 20 Reviews,8 GB RAM | 128 GB ROM | 17.2 cm (6.77 inch) Display | 108MP Rear Camera | 5520 mAh Battery | 12 Months Brand Warranty,25
"Samsung Galaxy Z Flip4 5G (Graphite, 256 GB)","₹54,499","₹1,06,999",49% off,3.9,371 Ratings & 25 Reviews,8 GB RAM | 256 GB ROM | 17.02 cm (6.7 inch) Full HD+ Display | 12MP + 12MP | 10MP Front Camera | 3700 mAh Lithium Ion Battery | Qualcomm Snapdragon 8+ Gen 1 Processor | 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,25
"Samsung Galaxy A06 (Gold, 64 GB)","₹9,999","₹11,499",13% off,4.1,576 Ratings & 31 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB | 17.02 cm (6.7 inch) HD+ Display | 50MP + 2MP | 8MP Front Camera | 5000 mAh Battery | Mediatek Helio G85 Processor | 1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,25
